update_index,mean_policy_entropy
1,2.4811505004763603
2,2.481002410252889
3,2.480841178643076
4,2.4804404531206403
5,2.4803416223237007
6,2.480169097582499
7,2.4802494979486234
8,2.480067126452923
9,2.4798491886683873
10,2.479660344846321
11,2.4795636733373008
12,2.4792787211281913
13,2.4791164233766754
14,2.4792976028778972
15,2.4791140744560645
16,2.478271878998855
17,2.478433147072792
18,2.47843699157238
19,2.478274906382841
20,2.4783449881785624
21,2.478281491681149
22,2.4775519020417156
23,2.4771742098259204
24,2.4773180695141064
25,2.477436908861486
26,2.4765577526653515
27,2.4763668378194175
28,2.4766251332051046
29,2.4761031234965607
30,2.4761951807382943
31,2.475590299157535
32,2.475400972366333
33,2.4749596189050114
34,2.475101613998413
35,2.4755832486682467
36,2.4752111575182747
37,2.474901247024536
38,2.47467200756073
39,2.4735934357894096
40,2.473280790873936
41,2.4729676667381737
42,2.472376014247085
43,2.4718170671752007
44,2.4713402954307764
45,2.470741946121742
46,2.470915517291507
47,2.469543879372733
48,2.4690775326320105
49,2.468326351859353
50,2.4683545086834884
51,2.467661040169852
52,2.4664964611465865
53,2.466440377696868
54,2.4661965859241977
55,2.464671399858263
56,2.4653869797201717
57,2.464226096868515
58,2.4650784380295696
59,2.4648284982232487
60,2.4628506093411833
61,2.4623364248583393
62,2.4624721937709384
63,2.46201888934986
64,2.4605041001294112
65,2.4589483891763995
66,2.458314068177167
67,2.4584452264449177
68,2.4574438152891216
69,2.4563470295497347
70,2.456243024152868
71,2.45512006089494
72,2.45116925239563
73,2.4506470203399657
74,2.4503090897121944
75,2.449017134579745
76,2.4491044547822742
77,2.4461512642522014
78,2.4449918940663338
79,2.442684399454217
80,2.442469092777797
81,2.4405793481402926
82,2.436212587356567
83,2.436951514213316
84,2.435779483694779
85,2.432878529583966
86,2.431445082028707
87,2.4263495708766736
88,2.4263818205856698
89,2.4210390895605087
90,2.4214949221224398
91,2.4151779287739803
92,2.4129500755896935
93,2.4112218267777386
94,2.4037117549351286
95,2.3953790108362836
96,2.3959790559915395
97,2.3989798492855496
98,2.3926406488185976
99,2.3868408369463543
100,2.3878035194733562
101,2.384427107297457
102,2.3804313455309187
103,2.3767357230186463
104,2.368746721383297
105,2.3668646070692274
106,2.3589593751089915
107,2.355262974330357
108,2.3516432830265592
109,2.343264672064012
110,2.3424913816981845
111,2.3381251948220387
112,2.3433351516723633
113,2.3246159716085955
114,2.3292717003240817
115,2.317572694075735
116,2.320764489290191
117,2.319412557090201
118,2.3023584332577016
119,2.3029742853982107
120,2.292968895700243
121,2.2903284890311104
122,2.287780884149912
123,2.2715498279122746
124,2.2701069029366097
125,2.2674760755739714
126,2.2656528766338644
127,2.2628054550715855
128,2.262389659881592
129,2.249699115753174
130,2.2571879134458652
131,2.2615029573440553
132,2.241425906910616
133,2.2476997579847064
134,2.2324107223086886
135,2.2488886192440987
136,2.2442236355372835
137,2.238047981262207
138,2.2404583234053392
139,2.2377538847368816
140,2.225002796222002
141,2.212639054586721
142,2.194063410614476
143,2.187250424833859
144,2.181576597690582
145,2.186159197877093
146,2.180718434162629
147,2.158881644944887
148,2.1606522136264377
149,2.1392932401763067
150,2.1182696421941123
151,2.1272947788238525
152,2.1299845921365836
153,2.109045259880297
154,2.098029243318658
155,2.102283989681917
156,2.09867017919367
157,2.1104067076336253
158,2.0892173630850657
159,2.0858624959603334
160,2.0784778462515936
161,2.0599171774727956
162,2.0377952763528535
163,2.038557033985853
164,2.0368425289789838
165,2.0261042659932915
166,2.0236338913440703
167,2.033719077342894
168,2.015064069202968
169,2.0033699635303384
170,2.0160433053970337
171,1.9900607892445155
172,1.9853786794762862
173,1.9872596006135683
174,1.9690078761842515
175,1.9709773233958654
176,1.9658797540162738
177,1.958310011270884
178,1.941591995603898
179,1.9631851536887033
180,1.9764629947511774
181,1.9833598892863205
182,1.927363391717275
183,1.9874045508248466
184,1.929955005645752
185,1.9649776193228634
186,1.9368363278252738
187,1.9313687052991655
188,1.9358634321313155
189,1.9112490750849247
190,1.9433072979857282
191,1.9230517324279337
192,1.923347299163406
193,1.9466448301492736
194,1.8849596500396728
195,1.9354830443859101
196,1.9342222950037788
197,1.941499356067542
198,1.9527835183673434
199,1.910389842213811
200,1.9500490991692794
201,1.9256460666656494
202,1.915704539843968
203,1.9864666647381253
204,1.9332439794259912
205,1.9598482991709854
206,1.9860566953818004
207,1.9876677714861357
208,1.925748652533481
209,1.9787348888137124
210,1.946696538674204
211,1.9636311603314949
212,1.9851291947894627
213,1.947499142374311
214,1.9729186421946476
215,1.991368505689833
216,1.9698293379374914
217,1.984535248656022
218,1.9492657815708834
219,1.9417585249870055
220,1.9720680776395296
