update_index,mean_policy_entropy
1,2.478697192668915
2,2.4786287977340375
3,2.478790288170179
4,2.478842909137408
5,2.478762626647949
6,2.4787280616306124
7,2.47883576276351
8,2.478470195423473
9,2.4787239111386814
10,2.478720946745439
11,2.4786863376696906
12,2.4784750094016395
13,2.478737845140345
14,2.4785099468733134
15,2.478385532603544
16,2.4782434588386897
17,2.4786899181512685
18,2.4786266276710913
19,2.4783382366100946
20,2.478486496210098
21,2.478598721173345
22,2.478270481794308
23,2.478501625061035
24,2.4786582946777345
25,2.4785016775131226
26,2.478093692234584
27,2.4784173261035574
28,2.4783956729448757
29,2.4782623919573696
30,2.478143510611161
31,2.47819589138031
32,2.477491319179535
33,2.4779541215231253
34,2.4776158886296407
35,2.4781049351359523
36,2.4778006947957554
37,2.477964395826513
38,2.477454572253757
39,2.477410035133362
40,2.4773795667447542
41,2.4770860925633857
42,2.4769290387630463
43,2.4773425693097324
44,2.4770229432893838
45,2.4767719410561226
46,2.4767382774712905
47,2.4767562321254184
48,2.4768099008604536
49,2.476931465432999
50,2.4760811677793177
51,2.476711229402192
52,2.4760673875394077
53,2.476761428677306
54,2.476501577305344
55,2.476547222871047
56,2.476525624593099
57,2.476890172277178
58,2.476775492562188
59,2.4763102064961973
60,2.476150092624483
61,2.4762089422770908
62,2.4761898842724888
63,2.4763207605906894
64,2.476171424653795
65,2.475491984685262
66,2.4756404039811115
67,2.4758243237511586
68,2.4757272385536355
69,2.4752841772035112
70,2.475303516155336
71,2.4747568368911743
72,2.4752318684647725
73,2.474976057356054
74,2.4750298907359443
75,2.474426567554474
76,2.474245562003209
77,2.473883588263329
78,2.474208836555481
79,2.473208741938814
80,2.473595065729959
81,2.473739705187209
82,2.473321259021759
83,2.473337582822116
84,2.472388145658705
85,2.4722811026232585
86,2.4725341575090276
87,2.4721477194265886
88,2.4718885878299144
89,2.471787549200512
90,2.472409804662069
91,2.472202549378077
92,2.4708109339889215
93,2.4706907710250543
94,2.4714902371776346
95,2.470677926426842
96,2.4702383182087884
97,2.4706409156322477
98,2.4706099775102404
99,2.469613580868162
100,2.469844019203855
101,2.468471036507533
102,2.469216996973211
103,2.469197364953848
104,2.4682093347821916
105,2.469178040822347
106,2.4682014963843604
107,2.467988544040256
108,2.4682431950861092
109,2.4671086909923146
110,2.467521238327026
111,2.4666101378063825
112,2.467284839980456
113,2.467764025149138
114,2.4676480060670434
115,2.467027239177538
116,2.4660229015350343
117,2.467316234813017
118,2.465173740012973
119,2.4650667128355606
120,2.465733818385912
121,2.465211853981018
122,2.465638988158282
123,2.4640842974185944
124,2.464252696317785
125,2.4650800228118896
126,2.463218461635501
127,2.4643515728889627
128,2.4625228691101073
129,2.462197692305953
130,2.463189423084259
131,2.462932489135049
132,2.461682763966647
133,2.4612131724923345
134,2.4606663630558896
135,2.460865435600281
136,2.45890566209952
137,2.458157847909366
138,2.4592514758886295
139,2.458012241583604
140,2.459324894280269
141,2.4585098905383416
142,2.458462838943188
143,2.45624915599823
144,2.4557320341771964
145,2.457603081217352
146,2.4564970668993498
147,2.4548381020625434
148,2.4544447312752404
149,2.4547244333753397
150,2.4551314959923425
151,2.4548610246406413
152,2.453466758131981
153,2.4539516721452985
154,2.4528962297642485
155,2.4521982416193535
156,2.453540657957395
157,2.4525868230395846
158,2.450211670663622
159,2.4508208678318906
160,2.4511876617159163
161,2.4495006799697876
162,2.4476998971433055
163,2.446659636947344
164,2.4467685222625732
165,2.4462850522994994
166,2.4451862926836365
167,2.4448075202795176
168,2.4439489979010363
169,2.442298767518024
170,2.4436830083529153
171,2.4385564831586986
172,2.4400255489349365
173,2.4410232451924108
174,2.4403355301551097
175,2.440813252559075
176,2.440056676864624
177,2.4379519728513865
178,2.437397377831595
179,2.4397009859482446
180,2.4322577144788657
181,2.4348293130214396
182,2.432489169055018
183,2.4317791958649955
184,2.432212039536121
185,2.4283032458404015
186,2.426920579404247
187,2.4237819839926327
188,2.426880871808087
189,2.423066883552365
190,2.4219882792614875
191,2.420974399529251
192,2.418869030886683
193,2.418332787660452
194,2.4140887412619083
195,2.4156508850601486
196,2.4163528241609273
197,2.4125518202781677
198,2.411271368373524
199,2.4092253239258477
200,2.409430463359041
201,2.4082011183102927
202,2.4036999845504763
203,2.4015183119938293
204,2.398298640684648
205,2.3973927394203516
206,2.3925551732381183
207,2.384509393903944
208,2.3875536918640137
209,2.3942984892771793
210,2.3879771852493286
211,2.3889531241522897
212,2.387294224330357
213,2.3841493077900098
214,2.3872018699292785
215,2.382968830507855
216,2.3776390999555588
217,2.3788962317448035
218,2.3843980759990457
219,2.3773428400357566
220,2.372711718082428
