update_index,mean_policy_entropy
1,2.4806404977009215
2,2.4808324598798563
3,2.4807833491778766
4,2.481029337102717
5,2.481176146754512
6,2.4812172695442483
7,2.4812562645606273
8,2.4812370109558106
9,2.481204352071208
10,2.4811901489893597
11,2.481191575527191
12,2.4810967162504034
13,2.4811676953520094
14,2.4811317761739096
15,2.48120333139713
16,2.481140341077532
17,2.481070873784084
18,2.4810572338104246
19,2.481031222002847
20,2.48088695926051
21,2.4809646519747646
22,2.480936484336853
23,2.4807879083296833
24,2.4806414028954884
25,2.480607603277479
26,2.4805878985161876
27,2.4805131256580353
28,2.4804782356534685
29,2.480320944786072
30,2.480061928431193
31,2.4800418477792006
32,2.479794925656812
33,2.479665982723236
34,2.4795217340642757
35,2.47953905699388
36,2.4794505317256137
37,2.479351408938144
38,2.4790955441338673
39,2.4790509421870395
40,2.4785455254947437
41,2.4786359050817657
42,2.4785005829551
43,2.4781452006307143
44,2.4782312402018793
45,2.4779041101192605
46,2.4775513575627253
47,2.47755913656266
48,2.477393705269386
49,2.476914469401042
50,2.476814803623018
51,2.4767783121629194
52,2.476548479314436
53,2.476277407732877
54,2.4761443765539872
55,2.4757793716021945
56,2.475697847513052
57,2.475465555985769
58,2.4752508341255837
59,2.4750856265687107
60,2.474810326540912
61,2.474413244812577
62,2.4741880810051633
63,2.473811188682181
64,2.473679538126345
65,2.4731321757839573
66,2.472847110346744
67,2.472494399106061
68,2.471708036238147
69,2.471749738852183
70,2.4706919868037387
71,2.4704959467053413
72,2.4700561393391003
73,2.46922308679611
74,2.468946392719562
75,2.4674242173924164
76,2.467303308947333
77,2.4678370368723965
78,2.467083616256714
79,2.4658020521913255
80,2.465242070971795
81,2.463566699394813
82,2.463231404622396
83,2.4621354271383846
84,2.4623063021692735
85,2.461121185620626
86,2.460992693901062
87,2.4602061140126197
88,2.457386269085649
89,2.4578865396565406
90,2.457114993548784
91,2.455708688703077
92,2.4541483277180154
93,2.4535846854701187
94,2.4533775592672415
95,2.450898820075436
96,2.4494696434806373
97,2.4487712761712452
98,2.448571906370275
99,2.4453651026675574
100,2.4447783683908395
101,2.4427922926843166
102,2.443579241914569
103,2.4403469221932546
104,2.439038087451269
105,2.4365089014172554
106,2.435208939794284
107,2.435022629540542
108,2.433381027645535
109,2.431694006919861
110,2.4288506507873535
111,2.425845033781869
112,2.4262129299102293
113,2.4210460322243827
114,2.420500630238017
115,2.4209595790931155
116,2.4150289802840263
117,2.413475678517268
118,2.407576747238636
119,2.408671843803535
120,2.403997410746182
121,2.4042352301175476
122,2.3967472973154553
123,2.400738462072904
124,2.3965488442203453
125,2.391052689919105
126,2.3887987522517933
127,2.386459391564131
128,2.383389337738948
129,2.3816006917219896
130,2.3828514138857524
131,2.379696419162135
132,2.3786409457524615
133,2.3749281095735952
134,2.3732265909512837
135,2.3685876692042633
136,2.3675582734021274
137,2.3674136622477384
138,2.3687830942648427
139,2.358519297657591
140,2.361754788727057
141,2.359013290240847
142,2.352601513030037
143,2.344180897490619
144,2.3433344689282505
145,2.343003355223557
146,2.3375754434554303
147,2.333070207387209
148,2.332500195894085
149,2.335335133368509
150,2.3287307659784955
151,2.319962075262359
152,2.319369558777128
153,2.308746439569137
154,2.3067592212132046
155,2.2983244571132935
156,2.3028446396191913
157,2.2914089475359236
158,2.2904132157564163
159,2.2856233430945356
160,2.2853311896324158
161,2.2799682833931665
162,2.2797009714188112
163,2.2725452929735184
164,2.2658970250802883
165,2.2674333572387697
166,2.266118060974848
167,2.256269424192367
168,2.2530098922791018
169,2.246791604849008
170,2.240865223335497
171,2.237171878277416
172,2.2438236091096524
173,2.2365911461058117
174,2.235026234486064
175,2.2375779677245577
176,2.2215545402990804
177,2.234291421042548
178,2.2250010999043783
179,2.2339421049241097
180,2.235897644242244
181,2.229173913368812
182,2.227611914072951
183,2.2263738788775544
184,2.2216715076390434
185,2.22827676803835
186,2.230924661342914
187,2.2193195626542375
188,2.2238239385187626
189,2.2086388909971557
190,2.2196113086137617
191,2.216436751427189
192,2.2088920660316944
193,2.207038064501179
194,2.1968846321105957
195,2.198225816090902
196,2.1974354657259854
197,2.1934459245566167
198,2.1910487951770907
199,2.1819642550415463
200,2.180725743220403
201,2.173942824772426
202,2.1704628743987153
203,2.1731094397031345
204,2.170422721264967
205,2.1735915462176005
206,2.161962936321894
207,2.1576351414264088
208,2.1514401369624667
209,2.150866895010977
210,2.147951339974123
211,2.1358090539773307
212,2.144492741674185
213,2.1413366640767744
214,2.1341224005728057
215,2.128119560388418
216,2.129710215510744
217,2.124308036721271
218,2.1287700753462944
219,2.133562123333966
220,2.12060709297657
