update_index,mean_policy_entropy
1,2.481148529935766
2,2.4815087435675447
3,2.481551449177629
4,2.4817498182428293
5,2.4818614740220326
6,2.4820106974963485
7,2.482288704978095
8,2.4823562622070314
9,2.482539585658482
10,2.4824739714137842
11,2.482554990511674
12,2.4827335631405867
13,2.4827000313117855
14,2.4827033393085003
15,2.482880952311497
16,2.4828457133523347
17,2.482788590823903
18,2.4827993696386166
19,2.4829422853611134
20,2.48282189138474
21,2.4826934095156394
22,2.4826180369167004
23,2.4827772847243716
24,2.4826146364212036
25,2.4824784168830285
26,2.4823288917541504
27,2.4822716357860157
28,2.4821186950129848
29,2.481928082763172
30,2.481715444791115
31,2.48121994846272
32,2.4808993126664842
33,2.480778280893962
34,2.480615214297646
35,2.480127585345301
36,2.479683331723483
37,2.4794615268707276
38,2.4788697936318136
39,2.478157179696219
40,2.477590663092477
41,2.4773557532917367
42,2.4769020730798896
43,2.4765412403365312
44,2.4760354880628914
45,2.475062190440663
46,2.474745742061682
47,2.4740549590852527
48,2.473064648253577
49,2.4719233671824137
50,2.4714479859058676
51,2.4706846159331652
52,2.46941555429388
53,2.4689633576375134
54,2.4684347298185703
55,2.4673784255981444
56,2.4662905911267816
57,2.464972572941934
58,2.4637636508581773
59,2.463232969170186
60,2.462193383110894
61,2.4605148426000625
62,2.4598644587953213
63,2.459464184443156
64,2.4589195549488068
65,2.4572851569564254
66,2.457275552409036
67,2.455743804344764
68,2.453388214111328
69,2.4528308222370763
70,2.449983280532214
71,2.448574375361204
72,2.447450973948494
73,2.4450505433544034
74,2.4442775047431557
75,2.4409627744129727
76,2.4396366065656636
77,2.4390396486248886
78,2.4367229512759616
79,2.432593050457182
80,2.431568911818207
81,2.4284124204090665
82,2.4257740396441836
83,2.4210292639270907
84,2.420031532164543
85,2.4166958545570942
86,2.4132983268253385
87,2.411121516000657
88,2.4087136182628694
89,2.405999846377615
90,2.4026090264320374
91,2.3974270547022587
92,2.395638478213343
93,2.3912073648892918
94,2.3841280091193413
95,2.378114001504306
96,2.373239194429838
97,2.369743799095723
98,2.3643481209874153
99,2.3536779026486983
100,2.3513874629187206
101,2.343316928032906
102,2.3408041861322193
103,2.3337119378541646
104,2.327547167388486
105,2.315742414444685
106,2.31467768351237
107,2.3055828321175498
108,2.3004777536672703
109,2.2896939536272467
110,2.284237106029804
111,2.2728318425475575
112,2.2648503015626154
113,2.2565788572484795
114,2.25321634610494
115,2.2392617629124567
116,2.2329808968764087
117,2.2258598314572686
118,2.2230978875324645
119,2.2124101271996133
120,2.199571747175405
121,2.1879506740305157
122,2.1814365148544312
123,2.1720830026794884
124,2.1613961895306906
125,2.15473670728745
126,2.1543158523498045
127,2.1452333888699933
128,2.1333530563296694
129,2.131241302336416
130,2.1235538062764636
131,2.124173019081354
132,2.114234813745471
133,2.108673983353835
134,2.0870914459228516
135,2.0812479522493152
136,2.0790922016393942
137,2.07313171227773
138,2.0706524889347917
139,2.071569321760491
140,2.0635325023106166
141,2.0638245519469764
142,2.0647938027977943
143,2.051728590329488
144,2.0593626877618214
145,2.062721838269915
146,2.0570759696345173
147,2.0501064607652566
148,2.0585953212175214
149,2.0596179254353046
150,2.0565058415935886
151,2.044993242975009
152,2.043436912239575
153,2.044281285820585
154,2.054141239987479
155,2.0345861873319073
156,2.041682862523776
157,2.047663307551182
158,2.0514179367130088
159,2.055770901185048
160,2.0383693565021863
161,2.0470676270742265
162,2.0451686925747814
163,2.045177567922152
164,2.048186879891616
165,2.044950426541842
166,2.0333832350988237
167,2.0263626390490037
168,2.0121425693317994
169,2.002976946036021
170,2.006177898376219
171,1.9977604802697897
172,1.9987079687416553
173,1.9774478574593861
174,1.986073585493224
175,1.9872697307102716
176,1.9707917358194078
177,1.9810499658047314
178,1.9731212975615162
179,1.9804119085198018
180,1.9849419340942844
181,1.9831898880004883
182,1.9796011428038278
183,1.9297962608160797
184,1.9573537291902485
185,1.9630256285101682
186,1.962799812356631
187,1.956206359465917
188,1.9334329073546364
189,1.9587572403252125
190,1.9409442524115244
191,1.9471147772338655
192,1.9526666543062996
193,1.9430313525777874
194,1.9613842436524689
195,1.9478307844887317
196,1.9583772356445726
197,1.9248216686577633
198,1.953836885051451
199,1.9364892092962114
200,1.9439284709783702
201,1.938544974488727
202,1.9489106861027805
203,1.9504931097599998
204,1.9612934429254105
205,1.9642052164203243
206,1.9479878352238582
207,1.9371323995292187
208,1.9492057855578437
209,1.9485755893919203
210,1.9510376263355864
211,1.9400178956203773
212,1.948187984739031
213,1.9478182334166307
214,1.929782869354371
215,1.9435968540216748
216,1.922110374896757
217,1.9197371582190195
218,1.9432986565998622
219,1.921802850564321
220,1.9313948649626511
