update_index,mean_policy_entropy
1,2.4830382131040096
2,2.483160277775356
3,2.4832068120732025
4,2.483312766943405
5,2.483446884963472
6,2.48343402998788
7,2.483384006553226
8,2.4833742029526653
9,2.4833152626134174
10,2.4834167105810985
11,2.4834426960475007
12,2.483331417426085
13,2.483394035926232
14,2.483353178948164
15,2.48332101381742
16,2.4833097999746148
17,2.483242491544303
18,2.4830132358604007
19,2.483013619695391
20,2.4829306072658963
21,2.4828091699685624
22,2.4826678624228826
23,2.482581572746163
24,2.4824690854371485
25,2.4822328470755313
26,2.4819314410721045
27,2.4817743448110727
28,2.4813818726046333
29,2.4811009118254757
30,2.4806935182759458
31,2.480053591349768
32,2.48016534053104
33,2.479565923554557
34,2.4791292594029355
35,2.4785698243041536
36,2.4782262197354945
37,2.477220061896504
38,2.4767556154366694
39,2.4758478048685433
40,2.4746954405485693
41,2.4732659475223437
42,2.4723362279316734
43,2.4709730866837174
44,2.469992578893468
45,2.467814671026694
46,2.4672120222404823
47,2.465932744390824
48,2.4636976000380844
49,2.462441174607528
50,2.4587971336311765
51,2.4594646096229553
52,2.456658100014302
53,2.453930359382134
54,2.452712993060841
55,2.4489292085987246
56,2.446920699543423
57,2.440991702145093
58,2.4399944462188303
59,2.436502839477969
60,2.4325404234335455
61,2.4284481290098907
62,2.4261326225180375
63,2.4201782273083197
64,2.414952371312284
65,2.411918235151735
66,2.4049114999891836
67,2.3998506257408545
68,2.398130052798503
69,2.3889410064881105
70,2.385058517456055
71,2.381082488344861
72,2.3739673462178974
73,2.3602391394173226
74,2.36484860394099
75,2.3555072214868336
76,2.3389338652292886
77,2.328798078355335
78,2.329961118102074
79,2.3258433441321054
80,2.3077555457247962
81,2.300147412735739
82,2.2917700277434454
83,2.2786399034353404
84,2.2689766100008195
85,2.245333928328294
86,2.2313007324934007
87,2.209175606106603
88,2.202258849143982
89,2.1898956677492927
90,2.173143844855459
91,2.163721916041797
92,2.145072251917368
93,2.1182189502499322
94,2.1164529706750597
95,2.1434340495329636
96,2.115228811396828
97,2.1044449881662297
98,2.104562337334092
99,2.086851325902072
100,2.0819460332393644
101,2.0660730957984925
102,2.0743570357938355
103,2.0791165192921954
104,2.0684559239616878
105,2.0738815998102162
106,2.0637916628136694
107,2.0562617436051367
108,2.0530976947847304
109,2.0734262949303734
110,2.0534768967792907
111,2.0661661729216574
112,2.0638771925443486
113,2.0621485809485116
114,2.0543658522998585
115,2.041887714419254
116,2.0462025210261343
117,2.028112412823571
118,2.0430636823951422
119,2.0287490943809607
120,2.031882743904556
121,2.0146872756186496
122,2.0249617529469868
123,2.006479928781698
124,2.0064085090016746
125,2.010043856463855
126,1.9900517373956659
127,1.9844519264557783
128,1.980159273514381
129,1.985173354914159
130,1.9640402850650607
131,1.9679451134469774
132,1.9678788158026608
133,1.968646949529648
134,1.9667287483447935
135,1.9669546563941311
136,1.9584031477570534
137,1.9581740138142607
138,1.9642203512944674
139,1.9483601337068537
140,1.9541820481419563
141,1.9353294783168369
142,1.9505502084891002
143,1.9353176004746382
144,1.943504025042057
145,1.939300341483874
146,1.931463337806334
147,1.949392920587121
148,1.9348268587510664
149,1.9503176915339935
150,1.9440915759016828
151,1.946606019609853
152,1.9511557894867737
153,1.947517670231101
154,1.9618967963361191
155,1.9580899311017386
156,1.9633065462112427
157,1.970231073697408
158,1.9702798792078524
159,1.9765691858966177
160,1.9840530343802578
161,1.9728760531074123
162,1.9795161850312177
163,1.9792489437169807
164,1.972455890781908
165,1.9624110244842896
166,1.9590980568352867
167,1.9495556387182784
168,1.9526975005865097
169,1.9638366713243371
170,1.9721374412377675
171,1.9395450735092163
172,1.9543969631195068
173,1.9466626616085276
174,1.948902923007344
175,1.9413525020921385
176,1.9489020933339625
177,1.9503885292145142
178,1.9338241700666496
179,1.9377767664662908
180,1.9261138263501618
181,1.9161837995052338
182,1.9168464454015095
183,1.9280379940481747
184,1.9295813132481403
185,1.9346151414670443
186,1.9250043884236763
187,1.9375130570078472
188,1.9314123205391758
189,1.9189550846437864
190,1.9412002061542712
191,1.9223558469252153
192,1.9026232614909133
193,1.9504092409186167
194,1.9452037811279297
195,1.93865348589726
196,1.9578415929497062
197,1.9535067167626805
198,1.9792295119848595
199,1.9699186578392982
200,1.9805686351927845
201,1.9919701160454168
202,1.9649424067763395
203,1.9702189145264801
204,2.0040986870610435
205,2.0012003702995105
206,2.0071889904080606
207,1.9814601426713923
208,2.012567567825317
209,1.9783481344944094
210,1.984240862902473
211,1.9675415740126656
212,1.9849527841661034
213,1.9785347706005898
214,1.9713014788823584
215,1.998340353772447
216,1.9917966023735378
217,1.966396456741425
218,1.944576469945236
219,2.0012378774840256
220,1.9362037441669366
